code_colour,item_status,odm_customer,item_name,item_location,receive_qty,stock_qty,release_date,item_aging,pack_unit,pack_size,item_group,item_category,odm_ppo,mfg_date,item_cargo,arrive_date,soldout_date,soldout_status
P24109427,OUT OF STOCK,,SOLEIL DRESS,,20,,2024-07-19 00:00:00+00,24TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-06-26 00:00:00+00,2024-09-17 00:00:00+00,ON SALE
C24373382,OUT OF STOCK,,CALLIOPE DRESS,,19,,2024-07-12 00:00:00+00,25TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-04 00:00:00+00,2024-09-24 00:00:00+00,ON SALE
C24770419,OUT OF STOCK,,HUNTRESS MIDI DRESS,,35,,2024-07-12 00:00:00+00,25TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-04 00:00:00+00,2024-10-01 00:00:00+00,ON SALE
C24304418,OUT OF STOCK,,ARES PANTS,,29,,2024-07-12 00:00:00+00,25TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-06-26 00:00:00+00,2024-10-01 00:00:00+00,ON SALE
C24128417,OUT OF STOCK,,ARES SHIRT,,30,,2024-07-12 00:00:00+00,25TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-06-26 00:00:00+00,2024-10-01 00:00:00+00,ON SALE
C24146420,OUT OF STOCK,,HUNTRESS DRESS,,28,,2024-07-12 00:00:00+00,25TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-07-17 00:00:00+00,2024-10-22 00:00:00+00,ON SALE
C24353396,OUT OF STOCK,,KAMIL DRESS,,29,,2024-07-12 00:00:00+00,25TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-26 00:00:00+00,2024-11-19 00:00:00+00,ON SALE
C24105219,OUT OF STOCK,,JESTER DRESS (REPEAT-SOLD),,43,,2024-07-12 00:00:00+00,25TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-07-11 00:00:00+00,2024-07-23 00:00:00+00,FULL PRICE
C24105416,OUT OF STOCK,,ARES MIDI DRESS,,41,,2024-07-12 00:00:00+00,25TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-26 00:00:00+00,2024-09-10 00:00:00+00,ON SALE
C24024223,ON SALE,,ZEPHYR SHIRT,K24,30,9,2024-07-08 00:00:00+00,26TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-06-05 00:00:00+00,,
C24304224,OUT OF STOCK,,ZEPHYR PANTS,,25,,2024-07-05 00:00:00+00,26TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-06-12 00:00:00+00,2024-09-17 00:00:00+00,ON SALE
C24802377,OUT OF STOCK,,ATHALIA DRESS,,24,,2024-07-05 00:00:00+00,26TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-26 00:00:00+00,2024-10-15 00:00:00+00,ON SALE
C24105393,OUT OF STOCK,,WINIFRED DRESS,,29,,2024-07-05 00:00:00+00,26TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-07-09 00:00:00+00,NEW RELEASE
C24729388,OUT OF STOCK,,ISADORA DRESS,,16,,2024-07-05 00:00:00+00,26TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-07-16 00:00:00+00,FULL PRICE
C24105376,OUT OF STOCK,,ATHALIA MIDI DRESS,,42,,2024-07-05 00:00:00+00,26TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-26 00:00:00+00,2024-07-30 00:00:00+00,FULL PRICE
C24770391,OUT OF STOCK,,THEODORA DRESS,,28,,2024-07-05 00:00:00+00,26TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-09-03 00:00:00+00,ON SALE
C24105397,OUT OF STOCK,,SUMAYA DRESS,,28,,2024-06-28 00:00:00+00,27TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-07-02 00:00:00+00,NEW RELEASE
C24098394,OUT OF STOCK,,SABHAN DRESS,,27,,2024-06-28 00:00:00+00,27TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-26 00:00:00+00,2024-11-26 00:00:00+00,ON SALE
C24802390,OUT OF STOCK,,TATIANA DRESS,,25,,2024-06-28 00:00:00+00,27TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-07-16 00:00:00+00,FULL PRICE
C24373389,OUT OF STOCK,,PANSY MIDI DRESS,,27,,2024-06-28 00:00:00+00,27TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-07-16 00:00:00+00,FULL PRICE
C24077191 NAVY PINK,OUT OF STOCK,,REEVES DRESS,,18,,2024-06-28 00:00:00+00,27TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,2024-07-23 00:00:00+00,FULL PRICE
C24077191 BLACK ASH,OUT OF STOCK,,REEVES DRESS,,18,,2024-06-28 00:00:00+00,27TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,2024-07-23 00:00:00+00,FULL PRICE
C24407211,ON SALE,,DEXTER DRESS,K14,46,20,2024-06-24 00:00:00+00,28TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,,
C24105196,OUT OF STOCK,,SUNNIVA DRESS,,27,,2024-06-24 00:00:00+00,28TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-05 00:00:00+00,2024-06-28 00:00:00+00,NEW RELEASE
P24027176,OUT OF STOCK,,TERRA PANT,,22,,2024-06-24 00:00:00+00,28TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-05-15 00:00:00+00,2024-07-12 00:00:00+00,FULL PRICE
C24024345,OUT OF STOCK,,NORRIS SHIRT,,23,,2024-06-21 00:00:00+00,28TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-06-12 00:00:00+00,2024-10-22 00:00:00+00,ON SALE
C24105392,OUT OF STOCK,,GIBBONS DRESS,,25,,2024-06-21 00:00:00+00,28TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-19 00:00:00+00,2024-07-02 00:00:00+00,FULL PRICE
C24407197,OUT OF STOCK,,KANE MIDI DRESS,,22,,2024-06-21 00:00:00+00,28TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,2024-07-09 00:00:00+00,FULL PRICE
C24304346,OUT OF STOCK,,NORRIS PANTS,,22,,2024-06-21 00:00:00+00,28TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-06-12 00:00:00+00,2024-07-30 00:00:00+00,FULL PRICE
P24030170,ON SALE,,CYRA DRESS,C11,29,14,2024-06-17 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-06-05 00:00:00+00,,
P24536205,OUT OF STOCK,,MAZINA DRESS,B34,21,,2024-06-17 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-05-15 00:00:00+00,2024-12-13 00:00:00+00,ON SALE
P24028171,ON SALE,,CRESSIDA SHIRT,A24,21,2,2024-06-17 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-06-05 00:00:00+00,,
PK24101208 ROMANCE,NOT RELEASE,,EFFIE KNIT TOP,B11,23,15,2024-06-14 00:00:00+00,29TH WEEK,4,"{""S/M"":2,""L/XL"":2}",PRIMROSE,KNITWEAR,,,,2024-05-29 00:00:00+00,,
P24068206,ON SALE,,IDALIA JACKET,A44,22,2,2024-06-14 00:00:00+00,29TH WEEK,4,"{""S/M"":2,""L/XL"":2}",PRIMROSE,JACKET,,,,2024-06-12 00:00:00+00,,
P24027203,ON SALE,,MAZINA PANT,A43,20,2,2024-06-14 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-05-22 00:00:00+00,,
P24028204,OUT OF STOCK,,MAZINA SHIRT,A24,20,,2024-06-14 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,TOP,,,,2024-05-22 00:00:00+00,2024-12-10 00:00:00+00,ON SALE
PK24101208 MORANDI,NOT RELEASE,,EFFIE KNIT TOP,A14,23,8,2024-06-14 00:00:00+00,29TH WEEK,4,"{""S/M"":2,""L/XL"":2}",PRIMROSE,KNITWEAR,,,,2024-05-29 00:00:00+00,,
C24304218,OUT OF STOCK,,"ENID PANTS
",,22,,2024-06-14 00:00:00+00,29TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,PANT,,,,2024-06-12 00:00:00+00,2024-09-10 00:00:00+00,ON SALE
C24039216,OUT OF STOCK,,ENID MIDI DRESS,,27,,2024-06-14 00:00:00+00,29TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-05 00:00:00+00,2024-09-10 00:00:00+00,ON SALE
C24024217,OUT OF STOCK,,ENID SHIRT,,23,,2024-06-14 00:00:00+00,29TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-06-05 00:00:00+00,2024-11-26 00:00:00+00,ON SALE
P24028175,OUT OF STOCK,,TERRA SHIRT,,22,,2024-06-14 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,SHIRT,,,,2024-05-22 00:00:00+00,2024-06-25 00:00:00+00,FULL PRICE
C24113344,OUT OF STOCK,,VINNY DRESS,,23,,2024-06-14 00:00:00+00,29TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,2024-06-25 00:00:00+00,FULL PRICE
P24014177,OUT OF STOCK,,TERRA SHORT DRESS,,18,,2024-06-14 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-05-29 00:00:00+00,2024-07-02 00:00:00+00,FULL PRICE
P24027172,OUT OF STOCK,,CRESSIDA PANT,,17,,2024-06-14 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,PANT,,,,2024-06-12 00:00:00+00,2024-07-23 00:00:00+00,FULL PRICE
C24739078,OUT OF STOCK,,NORRIS DRESS (REPEAT-SOLD),,51,,2024-06-14 00:00:00+00,29TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-05 00:00:00+00,2024-07-23 00:00:00+00,FULL PRICE
C24038220,OUT OF STOCK,,CHIKI MIDI DRESS,,39,,2024-06-14 00:00:00+00,29TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-12 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
PK24101208 MACARON,OUT OF STOCK,,EFFIE KNIT TOP,,25,,2024-06-14 00:00:00+00,29TH WEEK,4,"{""S/M"":2,""L/XL"":2}",PRIMROSE,KNITWEAR,,,,2024-05-29 00:00:00+00,2024-08-06 00:00:00+00,ON SALE
P24803207,OUT OF STOCK,,TERRA SHIRT DRESS,,34,,2024-06-14 00:00:00+00,29TH WEEK,7,"{ ""8"": 1, ""10"": 2, ""12"": 2, ""14"": 1, ""16"": 1 }",PRIMROSE,DRESS,,,,2024-05-29 00:00:00+00,2024-08-06 00:00:00+00,ON SALE
C24090164,OUT OF STOCK,,LILAC MELODY DRESS,,15,,2024-06-07 00:00:00+00,30TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-05 00:00:00+00,2024-06-11 00:00:00+00,NEW RELEASE
BK24104214 SAGE,OUT OF STOCK,,CERES KNIT TOP,,38,,2024-06-07 00:00:00+00,30TH WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-29 00:00:00+00,2024-10-22 00:00:00+00,ON SALE
C24529183,OUT OF STOCK,,EUANDRESS,,18,,2024-06-07 00:00:00+00,30TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-29 00:00:00+00,2024-06-18 00:00:00+00,FULL PRICE
C24105187,OUT OF STOCK,,GERALDINE DRESS,,27,,2024-06-07 00:00:00+00,30TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-06-05 00:00:00+00,2024-06-25 00:00:00+00,FULL PRICE
C24040210,OUT OF STOCK,,CRICKET DRESS,,39,,2024-06-07 00:00:00+00,30TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-06-05 00:00:00+00,2024-06-25 00:00:00+00,FULL PRICE
C24039182,OUT OF STOCK,,EUANMIDI DRESS,,28,,2024-06-07 00:00:00+00,30TH WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-29 00:00:00+00,2024-07-16 00:00:00+00,FULL PRICE
C24759189,OUT OF STOCK,,MIETTA DRESS,,30,,2024-05-31 00:00:00+00,31ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-29 00:00:00+00,2024-08-06 00:00:00+00,ON SALE
C24407173,OUT OF STOCK,,MONIQUE DRESS,,23,,2024-05-31 00:00:00+00,31ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-22 00:00:00+00,2024-08-06 00:00:00+00,ON SALE
C24105071,OUT OF STOCK,,ELIOT DRESS (REPEAT-SOLD),,51,,2024-05-31 00:00:00+00,31ST WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-05-29 00:00:00+00,2024-08-13 00:00:00+00,ON SALE
C24024225,OUT OF STOCK,,SYLVIE SHIRT,,10,,2024-05-31 00:00:00+00,31ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-05-29 00:00:00+00,2024-06-11 00:00:00+00,FULL PRICE
C24304226,OUT OF STOCK,,SYLVIE SHIRT,,11,,2024-05-31 00:00:00+00,31ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-05-29 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
C24041188,OUT OF STOCK,,JANIE DRESS,,26,,2024-05-31 00:00:00+00,31ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-29 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
C24038227,OUT OF STOCK,,SYLVIE MIDI DRESS,,17,,2024-05-31 00:00:00+00,31ST WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-29 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
C24047169,OUT OF STOCK,,CLIANTHA SHIRT,,20,,2024-05-24 00:00:00+00,32ND WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,SHIRT,,,,2024-05-15 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
C24095167,OUT OF STOCK,,CLIANTHA PANTS,,19,,2024-05-24 00:00:00+00,32ND WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,PANT,,,,2024-05-15 00:00:00+00,2024-09-03 00:00:00+00,ON SALE
C24042114,OUT OF STOCK,,JODEA MIDI DRESS,,20,,2024-05-24 00:00:00+00,32ND WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,DRESS,,,,2024-05-15 00:00:00+00,2024-06-25 00:00:00+00,FULL PRICE
C24813149,OUT OF STOCK,,JANNALI SHIRT,,19,,2024-05-24 00:00:00+00,32ND WEEK,8,"{""S"":2,""M"":2,""L"":2,""XL"":2}",BOHO,SHIRT,,,,2024-05-15 00:00:00+00,2024-07-02 00:00:00+00,FULL PRICE
C24095168,OUT OF STOCK,,NEAVE PANTS,,21,,2024-05-24 00:00:00+00,32ND WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,PANT,,,,2024-05-15 00:00:00+00,2024-07-23 00:00:00+00,ON SALE
C24105185,OUT OF STOCK,,MAISHA DRESS,,27,,2024-05-17 00:00:00+00,33RD WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-05-15 00:00:00+00,2024-05-21 00:00:00+00,NEW RELEASE
C24075133,OUT OF STOCK,,NEAVE SHIRT,,21,,2024-05-17 00:00:00+00,33RD WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,SHIRT,,,,2024-05-15 00:00:00+00,2024-07-16 00:00:00+00,ON SALE
BK24060098 MILKY,OUT OF STOCK,,"ALYA CARDIGAN
",,35,,2024-05-10 00:00:00+00,34TH WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-11 00:00:00+00,2024-05-28 00:00:00+00,FULL PRICE
BK24060098 BLACK,OUT OF STOCK,,"ALYA CARDIGAN
",,35,,2024-05-10 00:00:00+00,34TH WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-11 00:00:00+00,2024-05-28 00:00:00+00,FULL PRICE
C24049075,ON SALE,,FATIMA DRESS,P32,37,3,2024-04-19 00:00:00+00,37TH WEEK,7,"{""S"":2,""M"":2,""L"":2,""XL"":1}",BOHO,DRESS,,,,2024-04-17 00:00:00+00,,
C24105076,OUT OF STOCK,,OCHOA DRESS,,67,,2024-04-12 00:00:00+00,38TH WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,DRESS,,,,2024-05-22 00:00:00+00,2024-05-07 00:00:00+00,FULL PRICE
C23316014 FUSCHIA,ON SALE,,HART SHIRT,N33,31,15,2024-03-22 00:00:00+00,41ST WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,SHIRT,,,,2024-03-20 00:00:00+00,,
C23316014 GREEN,ON SALE,,HART SHIRT,N32,31,13,2024-03-22 00:00:00+00,41ST WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,SHIRT,,,,2024-03-20 00:00:00+00,,
C23316014 BROWN,ON SALE,,HART SHIRT,N31,31,16,2024-03-22 00:00:00+00,41ST WEEK,6,"{""S/M"":2,""M/L"":2,""L/XL"":2}",BOHO,SHIRT,,,,2024-03-20 00:00:00+00,,
BK24065029 RAINBOW,OUT OF STOCK,,"MILLS KNIT TOP
",,48,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-05-21 00:00:00+00,ON SALE
BK24010024 BROWN,OUT OF STOCK,,BRITTNEY CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-05-21 00:00:00+00,ON SALE
BK24007021 LATTE,OUT OF STOCK,,MORALES CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-03-19 00:00:00+00,NEW RELEASE
BK23790708 KHAKI,OUT OF STOCK,,ROSARIO CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-03-19 00:00:00+00,NEW RELEASE
PK23814778 IVORY BLACK,OUT OF STOCK,,"GABRIELA KNIT TOP
",,38,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",PRIMROSE,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
PK23814778 BLACK WHITE,OUT OF STOCK,,"GABRIELA KNIT TOP
",,38,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",PRIMROSE,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24011025 NAVY,OUT OF STOCK,,MULLEN CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24011025 BROWN,OUT OF STOCK,,MULLEN CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24009023 RED,OUT OF STOCK,,EVERETT CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24009023 PINK,OUT OF STOCK,,EVERETT CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24009023 GREEN,OUT OF STOCK,,EVERETT CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24008022 NAVY,OUT OF STOCK,,SIDNEY CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24007021 PINK,OUT OF STOCK,,MORALES CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24007021 NAVY,OUT OF STOCK,,MORALES CARDIGAN,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24006020 PINK,OUT OF STOCK,,ANE KNIT TOP,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24006020 COFFEE,OUT OF STOCK,,ANE KNIT TOP,,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24005019 GREY,OUT OF STOCK,,KELSEY CARDIGAN (REPEAT-NEW COLOUR-SOLD),,22,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24004018 A3,OUT OF STOCK,,FIADH KNIT TOP (REPEAT-SOLD),,39,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK24004018 A1,OUT OF STOCK,,FIADH KNIT TOP (REPEAT-SOLD),,39,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-05-15 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23819776 OAT BLACK,OUT OF STOCK,,PETTY CARDIGAN,,39,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23819776 BLACK WHITE,OUT OF STOCK,,PETTY CARDIGAN,,39,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""L/XL"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23800760 WHITE,OUT OF STOCK,,MELVIN CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23800760 STEEL,OUT OF STOCK,,MELVIN CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23800760 GREY,OUT OF STOCK,,MELVIN CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23800760 GREEN,OUT OF STOCK,,MELVIN CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23800760 BLACK,OUT OF STOCK,,MELVIN CARDIGAN,,23,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
BK23799759 TAUPE,OUT OF STOCK,,LLOYD CARDIGAN,,21,,2024-03-15 00:00:00+00,42ND WEEK,4,"{""S/M"":2,""M/L"":2}",BOHO,KNITWEAR,,,,2024-03-25 00:00:00+00,2024-07-30 00:00:00+00,ON SALE
